Property_ID,Listing_Title,Property_Type,Listing_Type,Created_F,Created,Scraped_F,Scraped,Latitude,Longitude,Airbnb_PID,Airbnb_HID
ab-3344752,Villarossa Chalet #2,Chalet,Entire home/apt,6/17/14,2014-06-17,5-21-19,2019-05-21,44.51483,-80.31354,3344752,13500215
ab-13745686,Classy 3 bdrm Condo  walk to Blue Village,Townhouse,Entire home/apt,6/28/16,2016-06-28,5-24-19,2019-05-24,44.50825,-80.30659,13745686,80495001
ab-17491840,Ski at Blue Mtn-Chalet on Top of Blue Mtn (616355),Chalet,Entire home/apt,2/26/17,2017-02-26,2-5-19,2019-02-05,44.50083089,-80.32961493,17491840,100353427
ab-4701615,Bike n beach suite at Blue Mountain,Guest suite,Entire home/apt,11/10/14,2014-11-10,5-23-19,2019-05-23,44.52375,-80.32424,4701615,24303791
ab-4707448,Blue Mountain Chalet Walk to Slopes,Chalet,Entire home/apt,3/20/18,2018-03-20,5-21-19,2019-05-21,44.50731,-80.31551,4707448,24331076
ab-1233194,Blue Mountain Hillside Studio Loft,Condominium,Entire home/apt,6/2/13,2013-06-02,5-22-19,2019-05-22,44.51152,-80.32406,1233194,6725232
ab-3361753,Chalet reno by HGTV:Income Property,Chalet,Entire home/apt,1/23/17,2017-01-23,5-24-19,2019-05-24,44.51384,-80.31767,3361753,16959977
ab-17497548,Luxurious 3 Bedroom Condo,Townhouse,Entire home/apt,2/26/17,2017-02-26,5-22-19,2019-05-22,44.50952,-80.31818,17497548,107826100
ab-4725907,Thornbury house 10 Min to Blue Mountain,House,Entire home/apt,12/5/16,2016-12-05,3-20-19,2019-03-20,44.55799,-80.45574,4725907,24407209
ab-16657611,Studio 119403 Mountain Springs Resort,Condominium,Entire home/apt,1/4/17,2017-01-04,8-3-18,2018-08-03,44.51180996,-80.32379776,16657611,36440104
ab-16657734,Studio 9404 Mountain Springs Resort,Condominium,Entire home/apt,1/4/17,2017-01-04,11-5-17,2017-11-05,44.51098637,-80.32312969,16657734,36440104
ab-16657854,1 Bedroom 119405 Mountain Springs Resort,Condominium,Entire home/apt,1/4/17,2017-01-04,5-24-19,2019-05-24,44.51127,-80.32511,16657854,36440104
ab-16657949,1 Bedroom loft 119413,Condominium,Entire home/apt,1/4/17,2017-01-04,5-24-19,2019-05-24,44.51123,-80.32465,16657949,36440104
ab-16658013,Studio Loft 9414,Condominium,Entire home/apt,1/4/17,2017-01-04,5-16-18,2018-05-16,44.51329911,-80.32311731,16658013,36440104
ab-16658284,Studio loft 119416,Condominium,Entire home/apt,1/5/17,2017-01-05,5-21-19,2019-05-21,44.51295,-80.32321,16658284,36440104
ab-16658570,Studio 119503 Mountain Springs Resort,Condominium,Entire home/apt,1/5/17,2017-01-05,5-24-19,2019-05-24,44.51121,-80.32447,16658570,36440104
ab-16658735,1 Bedroom 119505 Mountain Springs Resort,Condominium,Entire home/apt,1/5/17,2017-01-05,2-9-19,2019-02-09,44.51319514,-80.32356902,16658735,36440104
ab-16658833,Studio 9508 Mountain Springs Resort,Condominium,Entire home/apt,1/5/17,2017-01-05,9-8-17,2017-09-08,44.51132815,-80.32374608,16658833,36440104
ab-9349092,Blue Mountain Village TruSki-In/Out,Apartment,Entire home/apt,11/7/15,2015-11-07,6-17-18,2018-06-17,44.50541943,-80.31483874,9349092,1639268
ab-16669776,Studio Loft 119110 Mountain Springs Resort,Condominium,Entire home/apt,1/5/17,2017-01-05,5-23-19,2019-05-23,44.49085,-80.32387,16669776,36440104
ab-16669867,Studio Loft 119112 Mountain Springs Resort,Condominium,Entire home/apt,1/5/17,2017-01-05,5-22-19,2019-05-22,44.55142,-80.43692,16669867,36440104
ab-16670071,Studio 119206 Mountain Springs Resort,Condominium,Entire home/apt,1/5/17,2017-01-05,5-22-19,2019-05-22,44.51308,-80.32391,16670071,36440104
ab-3397824,4 Season Recreational Farm house,House,Private room,6/23/14,2014-06-23,1-5-19,2019-01-05,44.48389476,-80.38222875,3397824,17124414
ab-17525288,3 Bedroom Chalet 7350,Condominium,Entire home/apt,3/1/17,2017-03-01,10-30-17,2017-10-30,44.50098574,-80.30410717,17525288,36440104
ab-3403432,Spectacular country ranch,Chalet,Entire home/apt,6/24/14,2014-06-24,7-3-17,2017-07-03,44.49623672,-80.39293885,3403432,17164025
ab-21091674,Family Friendly Blue Mountain Studio Loft,Loft,Entire home/apt,9/23/17,2017-09-23,5-21-19,2019-05-21,44.51121,-80.32462,21091674,152059977
ab-3408895,Four season recreational farm house,House,Private room,6/24/14,2014-06-24,1-5-19,2019-01-05,44.50861514,-80.39854026,3408895,17124414
ab-18395480,"Blue Mountain, Collingwood - Loft Condo, sleeps 6",Condominium,Entire home/apt,4/23/17,2017-04-23,5-20-19,2019-05-20,44.51301,-80.32386,18395480,127430862
ab-16676731,Chalet 3 Bedroomed - 227350,Apartment,Entire home/apt,1/6/17,2017-01-06,12-17-18,2018-12-17,44.51328412,-80.32496351,16676731,36440104
ab-16677012,4 Bedroomed Mountain Side Condo - 187425,Condominium,Entire home/apt,1/6/17,2017-01-06,3-22-19,2019-03-22,44.51164,-80.3248,16677012,36440104
ab-16677287,1 Bedroom Mountain Springs - 9108,Condominium,Entire home/apt,1/6/17,2017-01-06,9-6-17,2017-09-06,44.51105818,-80.32488901,16677287,36440104
ab-21135014,Heathcote Riverhouse B&B - Epping Queen Room,House,Private room,9/27/17,2017-09-27,3-2-19,2019-03-02,44.48813,-80.48938,21135014,81921781
ab-21135133,Heathcote Riverhouse B&B - Kimberly King Room,Bed and breakfast,Private room,9/27/17,2017-09-27,5-22-19,2019-05-22,44.48824,-80.49092,21135133,81921781
ab-8087664,14 Bed Chalet Sleeps 36 People,Chalet,Entire home/apt,8/26/15,2015-08-26,2-19-19,2019-02-19,44.51058674,-80.31200888,8087664,19443535
ab-17540916,Classic Six Bedroom Chalet with Hot Tub- 620315,Chalet,Entire home/apt,3/1/17,2017-03-01,5-5-17,2017-05-05,44.51384464,-80.31141593,17540916,100353427
ab-17543004,Classic Chalet in Blue Mountin with Hot Tub-620313,Chalet,Entire home/apt,3/1/17,2017-03-01,5-5-17,2017-05-05,44.51470214,-80.31248152,17543004,100353427
ab-8089813,Summit Ridge 3 Sleeps 20,Chalet,Entire home/apt,8/26/15,2015-08-26,5-23-19,2019-05-23,44.51093,-80.32068,8089813,2014526
ab-8090291,Summit Ridge 4 Sleeps 20,Chalet,Entire home/apt,8/26/15,2015-08-26,5-22-19,2019-05-22,44.51218,-80.31909,8090291,2014526
ab-21185430,Condo row house,Townhouse,Entire home/apt,10/3/17,2017-10-03,10-28-17,2017-10-28,44.51110403,-80.31427252,21185430,137116933
ab-16690822,Cozy Ski In/ Ski Out Blue Mountain Retreat,Loft,Entire home/apt,1/7/17,2017-01-07,5-22-19,2019-05-22,44.51136,-80.32529,16690822,110521574
ab-8097502,MOUNTAIN VIEW 2- Sleeps 20,Chalet,Entire home/apt,8/27/15,2015-08-27,5-25-19,2019-05-25,44.51521,-80.31316,8097502,2014526
ab-4792973,Charming Downtown  Apartment,Apartment,Entire home/apt,11/22/14,2014-11-22,2-6-19,2019-02-06,44.56182476,-80.45252836,4792973,24701793
ab-6151516,Room by Blue Mountain Village,Townhouse,Private room,4/24/15,2015-04-24,5-22-19,2019-05-22,44.51183,-80.31449,6151516,24191821
ab-9412523,Exquisite Blue Mountain Retreat,Condominium,Entire home/apt,11/11/15,2015-11-11,4-5-17,2017-04-05,44.51173387,-80.32544997,9412523,48804006
ab-13791906,1 Bedroom Loft 119109 Mountain Springs Resort,Condominium,Entire home/apt,7/1/16,2016-07-01,5-17-18,2018-05-17,44.51261552,-80.32345749,13791906,36440104
ab-13792077,Studio Loft 9114 Mountain Springs Resort,Condominium,Entire home/apt,7/1/16,2016-07-01,10-27-17,2017-10-27,44.51257403,-80.32374724,13792077,36440104
ab-13792288,Studio Loft 9115 Mountain Springs Resort,Condominium,Entire home/apt,7/1/16,2016-07-01,12-8-16,2016-12-08,44.51098754,-80.32460496,13792288,36440104
ab-13792981,Studio Loft 9211 Mountain Springs Resort,Condominium,Entire home/apt,7/1/16,2016-07-01,8-7-17,2017-08-07,44.51304723,-80.32340943,13792981,36440104
ab-7085232,Mountain Springs Resort 119709,Condominium,Entire home/apt,6/29/15,2015-06-29,5-21-19,2019-05-21,44.51327,-80.32375,7085232,36440104
ab-21232411,Luxury Blue Mountains Chalet,Chalet,Entire home/apt,10/9/17,2017-10-09,5-25-19,2019-05-25,44.50119,-80.33402,21232411,148103193
ab-20166020,Beautiful 2 Bedroom Condo at Blue Mountain,Condominium,Entire home/apt,7/28/17,2017-07-28,11-14-17,2017-11-14,44.50231119,-80.31292903,20166020,65790915
ab-20166477,Spectacular 2 Bedroom Townhome at Blue Mountain,Townhouse,Entire home/apt,7/28/17,2017-07-28,11-14-17,2017-11-14,44.50659707,-80.31712516,20166477,65790915
ab-20166729,Modern 7-bdrm Blue Mountain Chalet w/Private Beach,Chalet,Entire home/apt,1/5/18,2018-01-05,10-3-18,2018-10-03,44.52376112,-80.3063982,20166729,79030988
ab-20166878,Very Spacious 3 Bedroom Townhome at Blue Mountain,Townhouse,Entire home/apt,7/28/17,2017-07-28,11-14-17,2017-11-14,44.50757001,-80.31670646,20166878,65790915
ab-20170897,Fantastic Blue Mountain 2 Bedroom Condo,Condominium,Entire home/apt,8/11/17,2017-08-11,11-14-17,2017-11-14,44.50399851,-80.31251241,20170897,65790915
ab-20171071,Excellent Blue Mountain 1 Bedroom Condo,Condominium,Entire home/apt,7/28/17,2017-07-28,11-14-17,2017-11-14,44.50309489,-80.31310583,20171071,65790915
ab-15178865,Cozy in Blue Mountain,Bungalow,Private room,9/21/16,2016-09-21,5-24-19,2019-05-24,44.55658,-80.46159,15178865,90051637
ab-6178666,Perfect Blue Mountain Ski Slope Getaway,Apartment,Entire home/apt,4/26/15,2015-04-26,5-23-19,2019-05-23,44.50562,-80.31607,6178666,8087143
ab-21262247,Gorgeous 2 Bedroom House,House,Entire home/apt,10/9/17,2017-10-09,10-18-17,2017-10-18,44.55648536,-80.45676675,21262247,23830370
ab-14388884,Private room near Blue Mountain Villagev hbhhhvv v,House,Private room,8/5/16,2016-08-05,5-24-19,2019-05-24,44.51829,-80.32626,14388884,88386405
ab-8104621,Beautiful Blue Mtn Condo available,Condominium,Entire home/apt,8/27/15,2015-08-27,5-23-19,2019-05-23,44.50885,-80.31201,8104621,30119569
ab-21280224,Blue Mountain Premium Ski In & Out Condo,Condominium,Entire home/apt,10/10/17,2017-10-10,5-21-19,2019-05-21,44.50747,-80.32127,21280224,128077899
ab-21293459,COZY TOWNHOUSE - WALK TO THE VILLAGE !!!,Townhouse,Entire home/apt,10/18/17,2017-10-18,5-24-19,2019-05-24,44.50826,-80.3144,21293459,154070494
ab-21354343,Lodge Suite Blue Mountain quiet escape,Place,Entire home/apt,10/16/17,2017-10-16,5-24-19,2019-05-24,44.50235,-80.30541,21354343,14056461
ab-16717460,119114 Studio Loft Mountain Springs Resort,Condominium,Entire home/apt,1/8/17,2017-01-08,5-21-19,2019-05-21,44.51272,-80.32308,16717460,36440104
ab-8131096,Spacious open concept Chalet!!,Chalet,Entire home/apt,5/24/17,2017-05-24,5-23-19,2019-05-23,44.51189,-80.30846,8131096,36643464
ab-13122453,"Luxurious chalet , hot tub , pool open may 24",Chalet,Entire home/apt,5/20/16,2016-05-20,5-24-19,2019-05-24,44.52813,-80.33483,13122453,73023807
ab-18944470,Ski at Blue Mtn-Luxury 3 bdm chalet 310260,Chalet,Entire home/apt,5/24/17,2017-05-24,11-26-18,2018-11-26,44.51416875,-80.31747802,18944470,100353427
ab-21392815,10 bdrm Blue Mountain Cottage/Private Beach nearby,Cottage,Entire home/apt,10/20/17,2017-10-20,5-22-19,2019-05-22,44.51086,-80.31981,21392815,113077012
ab-15865889,Luxury Four Season Chalet,Entire house,Entire home/apt,11/6/16,2016-11-06,12-12-17,2017-12-12,44.52366457,-80.32745775,15865889,26410567
ab-13124006,Cozy Condo -Fall Special:Spa Gift Card,Condominium,Entire home/apt,5/20/16,2016-05-20,10-12-18,2018-10-12,44.50688603,-80.30922246,13124006,73023807
ab-20186674,Lovely Blue Mountain 2 Bedroom Townhome,Townhouse,Entire home/apt,8/11/17,2017-08-11,11-14-17,2017-11-14,44.50774204,-80.31696793,20186674,65790915
ab-6225157,"Large, modern, ground floor condo steps to Village",Condominium,Entire home/apt,4/29/15,2015-04-29,5-24-19,2019-05-24,44.50399,-80.31449,6225157,32285184
ab-15201994,Comfy Queen Room in Blue Mountains,House,Private room,9/22/16,2016-09-22,5-21-19,2019-05-21,44.55471,-80.46088,15201994,90051637
ab-20187138,Stunning Blue Mountain 3 Bedroom Townhome,Townhouse,Entire home/apt,8/11/17,2017-08-11,11-14-17,2017-11-14,44.50728813,-80.31822763,20187138,65790915
ab-21411109,Cozy waterfront cottage close to Blue Mountain,House,Entire home/apt,10/21/17,2017-10-21,5-23-19,2019-05-23,44.54079,-80.40566,21411109,44409701
ab-12354419,Private Chalet,House,Entire home/apt,11/19/16,2016-11-19,5-24-19,2019-05-24,44.49957,-80.3066,12354419,21527814
ab-21436968,Family Friendly Blue Mountain Chalet,Chalet,Entire home/apt,11/14/17,2017-11-14,11-17-17,2017-11-17,44.50818387,-80.32072288,21436968,154834732
ab-4859816,Fab Family Chalet at hill/village,Chalet,Entire home/apt,12/1/14,2014-12-01,2-25-17,2017-02-25,44.50999554,-80.31758609,4859816,24999063
ab-21455020,Blue Mountain studio,Place,Entire home/apt,10/23/17,2017-10-23,5-24-19,2019-05-24,44.50275,-80.30516,21455020,14056461
ab-4861089,6 Bedroom  Blue Mountain Chalet,Chalet,Entire home/apt,3/5/19,2019-03-05,5-23-19,2019-05-23,44.51387,-80.30769,4861089,19443535
ab-17583627,Classic Blue Mountain Chalet with Hot Tub-720317,Chalet,Entire home/apt,3/4/17,2017-03-04,5-4-17,2017-05-04,44.51471183,-80.31182067,17583627,100353427
ab-3532431,Cozy Condo at Blue Mountain,Condominium,Entire home/apt,7/7/14,2014-07-07,9-22-18,2018-09-22,44.51177573,-80.32383744,3532431,17779665
ab-21488846,High end ski chalet in Blue Mountian,Chalet,Entire home/apt,10/30/17,2017-10-30,5-21-19,2019-05-21,44.52615,-80.32456,21488846,119957256
ab-16748201,3 Bedroom Wintergreen,Condominium,Entire home/apt,1/11/17,2017-01-11,8-18-17,2017-08-18,44.50526897,-80.31112579,16748201,36440104
ab-16748352,4 Bedroom Prestige 216457,House,Entire home/apt,1/11/17,2017-01-11,11-15-18,2018-11-15,44.52477257,-80.32445163,16748352,36440104
ab-16748472,3 Bedroom 167314,Condominium,Entire home/apt,1/11/17,2017-01-11,5-23-19,2019-05-23,44.50539,-80.30766,16748472,36440104
ab-16748590,3 Bedroom 167327,Condominium,Entire home/apt,1/11/17,2017-01-11,5-23-19,2019-05-23,44.50736,-80.30874,16748590,36440104
ab-16748851,3 Bedroom 187328,Condominium,Entire home/apt,1/11/17,2017-01-11,5-24-19,2019-05-24,44.50732,-80.30049,16748851,36440104
ab-16749145,3 Bedroom 187349,Condominium,Entire home/apt,1/11/17,2017-01-11,5-23-19,2019-05-23,44.5088,-80.30219,16749145,36440104
ab-21523353,Cozy Loft Style Mountain Chalet,Loft,Entire home/apt,11/4/17,2017-11-04,5-21-19,2019-05-21,44.51136,-80.32478,21523353,156258359
ab-15230660,Collingwood area Chalet with hot tub,Chalet,Entire home/apt,9/24/16,2016-09-24,10-10-16,2016-10-10,44.53359156,-80.35781824,15230660,96811340
ab-1492397,Country Getaway,House,Entire home/apt,5/24/17,2017-05-24,5-3-19,2019-05-03,44.5496,-80.47006,1492397,6938326
ab-15232979,Panoramic Chalet,Chalet,Entire home/apt,9/24/16,2016-09-24,5-23-19,2019-05-23,44.50314,-80.33104,15232979,96830387
ab-21582238,The Blue Escape: Blue Mountain Chalet- Sleeps 7,Chalet,Entire home/apt,11/20/17,2017-11-20,5-21-19,2019-05-21,44.50771,-80.30064,21582238,152528523
ab-16758021,9609 1 Bedroom Loft,Condominium,Entire home/apt,1/11/17,2017-01-11,5-17-18,2018-05-17,44.51332363,-80.32327682,16758021,36440104
ab-16764190,Charming 3 Bed Cottage with Private Beach,Chalet,Entire home/apt,1/12/17,2017-01-12,11-24-18,2018-11-24,44.52308352,-80.30443146,16764190,27734373
ab-7199583,6 Bed Blue Mountain Chalet + Hot Tub Sleeps 16,Chalet,Entire home/apt,7/5/15,2015-07-05,5-23-19,2019-05-23,44.51065,-80.31964,7199583,19443535
ab-15247711,Northview Swiss Style Chalet,Chalet,Entire home/apt,9/25/16,2016-09-25,5-23-19,2019-05-23,44.51303,-80.31712,15247711,96830387
ab-4937544,Blue Mountain Resort,Condominium,Entire home/apt,12/16/14,2014-12-16,11-11-18,2018-11-11,44.50775178,-80.31784969,4937544,3789165
ab-1537092,"Upscale 3 Bedroom Condo Blue Mountain, Collingwood",Condominium,Entire home/apt,1/2/17,2017-01-02,5-21-19,2019-05-21,44.50186,-80.29353,1537092,8177397
ab-21623193,Ski & Snowborad Winter Vacation Resort,Loft,Entire home/apt,11/6/17,2017-11-06,2-9-19,2019-02-09,44.50904476,-80.30939661,21623193,86746725
ab-21651146,1 Bedroom Mountain Springs - 119101,Condominium,Entire home/apt,11/8/17,2017-11-08,5-22-19,2019-05-22,44.51151,-80.32402,21651146,36440104
ab-9548982,Thornbury/Blue Mountains Large 4 bd,House,Entire home/apt,5/24/17,2017-05-24,5-24-19,2019-05-24,44.5395,-80.40789,9548982,49448985
ab-21661005,"5 Bedroom Bungalow at Thornbury, Blue Mountain, On",Bungalow,Entire home/apt,11/8/17,2017-11-08,4-10-19,2019-04-10,44.56006,-80.46105,21661005,55292968
ab-21664329,The Refuge,Vacation home,Entire home/apt,11/11/17,2017-11-11,3-26-18,2018-03-26,44.45926743,-80.46834969,21664329,157685013
ab-21668211,Spacious 3-bedroom Condo at Blue Mountain Village,Loft,Entire home/apt,11/8/17,2017-11-08,5-21-19,2019-05-21,44.50526,-80.31353,21668211,123874443
ab-14469054,Chalet near the Beach (3 min to Blue Mtn Village),Cabin,Entire home/apt,8/10/16,2016-08-10,10-8-16,2016-10-08,44.52279915,-80.33079581,14469054,55180890
ab-12432928,"Heart of Thornbury!
Stunning Euro Loft! 
Suite B",Apartment,Entire home/apt,4/13/16,2016-04-13,5-23-19,2019-05-23,44.56267,-80.4527,12432928,67224397
ab-12433008,"Heart of Thornbury!
Euro Loft with a View
Suite A",Apartment,Entire home/apt,4/13/16,2016-04-13,10-10-17,2017-10-10,44.56239633,-80.45192614,12433008,67224397
ab-16781054,Amazing Blue Mountain studio lodge!,Apartment,Entire home/apt,1/13/17,2017-01-13,1-22-17,2017-01-22,44.5049507,-80.30872446,16781054,12048830
ab-21694696,Luxury Townhouse in Blue Mountain,Townhouse,Entire home/apt,11/20/17,2017-11-20,5-22-19,2019-05-22,44.50658,-80.3005,21694696,157936962
ab-17624411,CHALET IN BLUE MOUNTAIN  (the alexander),Chalet,Entire home/apt,3/6/17,2017-03-06,5-25-19,2019-05-25,44.51593,-80.31086,17624411,119837620
ab-21715689,Spacious Private Home in Great Blue Mountain Location | Mountain Views,Condominium,Entire home/apt,11/11/17,2017-11-11,10-28-18,2018-10-28,44.50876431,-80.31575319,21715689,151701730
ab-21715711,Spacious Private Home in Great Blue Mountain Location | Mountain Views,Condominium,Entire home/apt,11/11/17,2017-11-11,5-13-18,2018-05-13,44.50665648,-80.31535111,21715711,151701730
ab-21715723,3 Bedroom Home at Resort Homes,Townhouse,Entire home/apt,11/11/17,2017-11-11,12-11-17,2017-12-11,44.50714376,-80.31980548,21715723,151701730
ab-21715727,3 Bedroom Home at Resort Homes,Townhouse,Entire home/apt,11/11/17,2017-11-11,12-11-17,2017-12-11,44.50776782,-80.32173945,21715727,151701730
ab-21715744,Charming and Romantic 1 Bedroom Suite with Access to Amazing Amenities,Condominium,Entire home/apt,11/11/17,2017-11-11,10-29-18,2018-10-29,44.50316842,-80.31414049,21715744,151701730
ab-21715750,Charming and Romantic 1 Bedroom Suite with Access to Amazing Amenities,Condominium,Entire home/apt,11/11/17,2017-11-11,5-15-18,2018-05-15,44.50235381,-80.3132334,21715750,151701730
ab-21715766,"Amazing, Mountain Chic 2 Bedroom Suite with Stylish Decor",Condominium,Entire home/apt,11/11/17,2017-11-11,10-28-18,2018-10-28,44.5038134,-80.31539493,21715766,151701730
ab-21715789,"Amazing, Mountain Chic 2 Bedroom Suite with Stylish Decor",Condominium,Entire home/apt,11/11/17,2017-11-11,5-15-18,2018-05-15,44.50235175,-80.31461168,21715789,151701730
ab-9574891,8 Bed Blue Mountain Ski Chalet Sleeps 20,Chalet,Entire home/apt,11/20/15,2015-11-20,5-22-19,2019-05-22,44.51307,-80.30685,9574891,19443535
ab-21723548,135 Tyrolean Lane (720258),Chalet,Entire home/apt,11/11/17,2017-11-11,5-23-19,2019-05-23,44.51409,-80.31877,21723548,158184840
ab-13862276,Heathcote Riverhouse B&B - Slabtown Queen Room,House,Private room,10/2/17,2017-10-02,5-22-19,2019-05-22,44.48854,-80.49017,13862276,81921781
ab-21725825,Blue Mountain Village |Clean&Cozy| Mountain Views,Condominium,Entire home/apt,11/20/17,2017-11-20,5-22-19,2019-05-22,44.50817,-80.30688,21725825,158196928
ab-3691760,4 season recreational farmhouse 3,Loft,Private room,7/23/14,2014-07-23,1-5-19,2019-01-05,44.50725051,-80.39845718,3691760,17124414
ab-3692120,4 Season Recreational Farm Property,House,Entire home/apt,7/23/14,2014-07-23,11-6-18,2018-11-06,44.50936617,-80.40460436,3692120,17124414
ab-19623967,Mountain Side Two Bedroom Condo at Blue Mountain,Condominium,Entire home/apt,6/29/17,2017-06-29,11-3-18,2018-11-03,44.50812985,-80.31941557,19623967,138038195
ab-17637154,Vintage Family-friendly Ski Chalet,Chalet,Entire home/apt,3/7/17,2017-03-07,5-20-19,2019-05-20,44.51521,-80.31434,17637154,119957256
ab-20233159,"Waterfront Contemporary Beach House, Mountain View",House,Entire home/apt,9/21/17,2017-09-21,5-22-19,2019-05-22,44.55921,-80.44091,20233159,144170115
ab-3708616,"2 Bdrm, 2-Level Condo on Blue Mtn!",Apartment,Entire home/apt,7/24/14,2014-07-24,5-20-19,2019-05-20,44.5116,-80.32719,3708616,3841204
ab-15284695,Stunning Loft Condo Blue Mountains ON Sleeps 6,Loft,Entire home/apt,9/28/16,2016-09-28,5-24-19,2019-05-24,44.5113,-80.32514,15284695,90975688
ab-13871939,Studio Loft 119212 Mountain Springs Resort,Condominium,Entire home/apt,7/5/16,2016-07-05,5-22-19,2019-05-22,44.51271,-80.32456,13871939,36440104
ab-8253942,Cozy condo at the Blue Mountains,Condominium,Entire home/apt,5/24/17,2017-05-24,4-24-18,2018-04-24,44.53480941,-80.3413614,8253942,43519210
ab-13872320,Studio Loft 119214 Mountain Springs Resort,Condominium,Entire home/apt,7/5/16,2016-07-05,5-21-19,2019-05-21,44.5128,-80.32526,13872320,36440104
ab-13872478,Studio Loft 9215 Mountain Springs Resort,Condominium,Entire home/apt,7/5/16,2016-07-05,8-7-17,2017-08-07,44.51102369,-80.32376825,13872478,36440104
ab-13872775,Studio Loft 119216 Mountain Springs Resort,Condominium,Entire home/apt,7/5/16,2016-07-05,5-24-19,2019-05-24,44.51239,-80.32451,13872775,36440104
ab-8260504,Cachet Crossing: 2 Bedroom-131211,Condominium,Entire home/apt,9/6/15,2015-09-06,5-24-19,2019-05-24,44.50941,-80.31707,8260504,36440104
ab-8261558,Cachet Crossing: 2 bedroom 131219,Condominium,Entire home/apt,9/6/15,2015-09-06,5-21-19,2019-05-21,44.50406,-80.31444,8261558,36440104
ab-8261646,Cachet Crossing 3 bedroom 131318,Apartment,Entire home/apt,9/6/15,2015-09-06,5-24-19,2019-05-24,44.50424,-80.31409,8261646,36440104
ab-8261786,Cachet Crossing 3 bedroom 131334,Condominium,Entire home/apt,9/6/15,2015-09-06,5-24-19,2019-05-24,44.50416,-80.31287,8261786,36440104
ab-8261898,Mountain Walk: 3 Bedroom 142317,Condominium,Entire home/apt,9/6/15,2015-09-06,5-23-19,2019-05-23,44.50533,-80.31159,8261898,36440104
ab-8262072,Mountain Walk: 3 Bedroom 142321,Apartment,Entire home/apt,9/6/15,2015-09-06,7-2-18,2018-07-02,44.50337658,-80.31155505,8262072,36440104
ab-15295936,Mountian View Swiss Style Chalet,Chalet,Entire home/apt,9/28/16,2016-09-28,5-24-19,2019-05-24,44.51395,-80.31551,15295936,96830387
ab-8262477,Mountain Walk: 3 Bedroom 142327,Condominium,Entire home/apt,9/6/15,2015-09-06,5-22-19,2019-05-22,44.5056,-80.31364,8262477,36440104
ab-8262897,Mountain Walk: 3 Bedroom 2333,Entire apartment,Entire home/apt,9/6/15,2015-09-06,1-22-18,2018-01-22,44.50409222,-80.31336364,8262897,36440104
ab-8263007,Mountain Walk: 3 Bedroom 142334,Condominium,Entire home/apt,11/25/16,2016-11-25,5-22-19,2019-05-22,44.50404,-80.31366,8263007,36440104
ab-15296541,Blue Mountain Heaven,House,Entire home/apt,9/28/16,2016-09-28,1-18-19,2019-01-18,44.44456605,-80.3006768,15296541,86358885
ab-3757528,Hillside condo,Townhouse,Entire home/apt,10/2/17,2017-10-02,5-23-19,2019-05-23,44.50728,-80.31874,3757528,19234336
ab-3763476,Clean Tent Trailer with a view ,Camper/RV,Entire home/apt,12/6/16,2016-12-06,5-9-19,2019-05-09,44.49191,-80.47432,3763476,17124414
ab-3772913,Campsite in the Beaver Valley,Tent,Entire home/apt,8/1/14,2014-08-01,5-9-19,2019-05-09,44.50709,-80.40354,3772913,17124414
ab-9635910,"â­Kickback 38L-Hot Tub, Sleeps 16+Near Village",Cabin,Entire home/apt,11/23/15,2015-11-23,5-23-19,2019-05-23,44.51358,-80.31318,9635910,49833062
ab-9643261,Rivergrass - Two bedroom condo 177216,Condominium,Entire home/apt,11/23/15,2015-11-23,5-24-19,2019-05-24,44.50663,-80.30829,9643261,36440104
ab-9643381,Rivergrass Two bedroom condo - 7237,Apartment,Entire home/apt,11/23/15,2015-11-23,10-27-17,2017-10-27,44.50658984,-80.30864057,9643381,36440104
ab-19031598,Beautiful Blue Mountain Vacation Chalet Available!,Chalet,Entire home/apt,5/29/17,2017-05-29,5-22-19,2019-05-22,44.52121,-80.30697,19031598,132806411
ab-15954213,Chateau Ridge Retreat right on the Mountain,Townhouse,Entire home/apt,11/12/16,2016-11-12,5-1-17,2017-05-01,44.50708375,-80.32066478,15954213,101109189
ab-12545885,BLUE MNTN WALK CONDO ACROSS FROM THE VILLAGE,Townhouse,Entire home/apt,4/18/16,2016-04-18,5-23-19,2019-05-23,44.50275,-80.31152,12545885,67979227
ab-13888761,Studio 9302 Mountain Springs Resort,Condominium,Entire home/apt,7/6/16,2016-07-06,12-8-16,2016-12-08,44.51283051,-80.32364385,13888761,36440104
ab-12552124,Studio in Mountain Springs 9602,Condominium,Entire home/apt,4/18/16,2016-04-18,12-17-16,2016-12-17,44.51196439,-80.32376638,12552124,36440104
ab-14552325,2 bedroom Condo in  Blue Mountain,Loft,Entire home/apt,5/8/17,2017-05-08,9-12-17,2017-09-12,44.5078697,-80.34360054,14552325,40378701
ab-16827073,Tyrolean Chalet (7 Bedrooms),Chalet,Entire home/apt,12/6/17,2017-12-06,5-22-19,2019-05-22,44.51253,-80.31292,16827073,111971720
ab-12563053,Ski in/out condo Blue Mountain,Loft,Entire home/apt,4/19/16,2016-04-19,5-22-19,2019-05-22,44.51132,-80.32565,12563053,23864115
ab-15985289,"Blue Mountain hill side condo
North Creek Resort",Condominium,Entire home/apt,11/14/16,2016-11-14,5-21-19,2019-05-21,44.51151,-80.32529,15985289,100101160
